doctor_id,department,day_of_week,time_of_day_minutes,patients_waiting,emergency_patients_waiting,doctor_workload,avg_consultation_time,actual_wait_time
6,General Medicine,5,884,15,2,14,13.92,220.21
2,Cardiology,5,696,7,2,23,26.34,203.92
8,Orthopedics,4,709,1,1,7,18.94,21.41
6,General Medicine,2,755,11,2,28,16.51,203.99
10,Orthopedics,2,844,10,2,30,14.81,161.43
1,Cardiology,2,938,10,4,18,19.62,223.22
5,General Medicine,2,645,14,1,16,12.77,189.14
3,Cardiology,2,687,4,4,28,18.27,105.86
3,Cardiology,2,929,9,4,10,18.3,194.31
7,General Medicine,2,1019,4,2,4,10.24,57.54
4,General Medicine,5,493,10,2,28,12.38,140.33
2,Cardiology,6,554,4,3,4,25.31,123.38
9,Orthopedics,0,661,9,2,0,24.46,239.89
8,Orthopedics,3,885,5,1,14,19.27,104.76
2,Cardiology,3,913,15,0,22,24.64,370.22
8,Orthopedics,5,1011,13,2,27,12.94,188.51
2,Cardiology,4,917,9,2,7,25.39,242.62
4,General Medicine,4,775,9,0,19,7.74,80.32
8,Orthopedics,2,660,6,0,2,16.79,99.25
1,Cardiology,6,702,6,0,7,19.29,114.56
5,General Medicine,6,747,0,0,16,11.59,0.0
2,Cardiology,6,843,9,1,26,23.51,218.62
10,Orthopedics,3,964,3,2,4,14.54,56.03
8,Orthopedics,2,589,15,4,29,17.07,278.16
4,General Medicine,4,565,3,2,17,7.4,32.68
8,Orthopedics,6,510,6,2,27,17.24,115.97
6,General Medicine,1,903,15,2,11,15.73,247.28
1,Cardiology,0,726,14,1,24,16.45,242.01
2,Cardiology,0,568,15,1,18,26.97,416.71
9,Orthopedics,3,697,10,4,17,19.92,232.84
6,General Medicine,2,923,6,0,2,14.21,84.77
7,General Medicine,3,666,8,4,12,8.48,86.17
10,Orthopedics,5,789,3,3,6,18.25,72.67
6,General Medicine,6,901,7,3,20,15.34,122.47
6,General Medicine,1,885,15,4,5,13.57,221.03
9,Orthopedics,5,685,15,2,9,22.89,356.73
1,Cardiology,2,828,14,4,29,19.54,303.2
4,General Medicine,6,862,5,3,12,6.66,45.76
1,Cardiology,3,979,12,0,21,23.32,293.23
1,Cardiology,1,807,1,0,12,16.67,19.5
10,Orthopedics,6,708,0,0,27,16.15,0.0
9,Orthopedics,4,751,6,1,21,25.88,168.03
7,General Medicine,4,977,12,1,12,10.26,138.87
7,General Medicine,0,946,3,2,8,11.07,40.91
5,General Medicine,6,863,3,1,0,10.45,36.55
1,Cardiology,4,551,10,3,0,17.49,192.06
3,Cardiology,2,752,0,0,25,16.37,0.0
7,General Medicine,5,821,1,1,4,11.7,14.71
8,Orthopedics,0,706,2,2,23,21.13,61.05
1,Cardiology,5,626,7,3,1,20.39,165.44
4,General Medicine,3,697,0,0,10,13.32,0.0
4,General Medicine,1,748,3,1,16,11.75,51.4
3,Cardiology,1,731,2,1,7,16.7,43.45
10,Orthopedics,1,926,11,1,3,14.04,157.99
8,Orthopedics,3,766,7,4,24,18.53,163.91
8,Orthopedics,1,690,2,0,2,16.1,37.85
2,Cardiology,6,830,1,1,11,24.46,35.78
7,General Medicine,0,725,8,1,29,8.29,81.46
4,General Medicine,0,948,13,4,0,10.7,149.69
10,Orthopedics,1,781,8,4,23,15.25,141.83
1,Cardiology,2,591,11,3,26,23.82,291.07
3,Cardiology,1,617,8,3,16,14.64,132.56
5,General Medicine,1,716,4,4,23,12.35,66.31
5,General Medicine,0,993,0,0,7,12.14,0.0
7,General Medicine,1,924,12,3,25,7.58,100.63
2,Cardiology,6,918,5,4,14,26.51,163.96
10,Orthopedics,5,905,4,0,21,15.44,59.48
8,Orthopedics,5,1008,5,1,12,17.34,102.11
6,General Medicine,2,845,13,4,14,13.3,190.39
1,Cardiology,6,724,7,2,27,22.31,180.95
10,Orthopedics,6,484,9,3,5,18.91,189.61
2,Cardiology,3,728,13,4,6,23.04,330.41
3,Cardiology,6,970,14,3,2,14.59,225.09
4,General Medicine,2,601,15,3,7,8.74,138.45
7,General Medicine,2,529,0,0,2,5.0,0.0
4,General Medicine,4,607,13,4,15,8.59,122.13
8,Orthopedics,2,669,3,0,25,14.97,50.88
8,Orthopedics,6,650,14,0,6,18.71,262.33
8,Orthopedics,3,850,6,1,28,15.46,108.11
10,Orthopedics,5,676,4,4,6,16.55,88.92
7,General Medicine,4,829,5,1,28,5.0,28.75
7,General Medicine,5,767,9,1,14,12.7,117.92
5,General Medicine,1,691,5,2,30,15.02,88.01
5,General Medicine,5,983,5,2,21,11.38,73.02
7,General Medicine,2,994,8,3,11,10.56,107.49
1,Cardiology,2,712,8,1,18,19.61,169.19
4,General Medicine,6,509,8,3,1,9.4,80.22
9,Orthopedics,1,969,8,1,29,24.1,218.77
2,Cardiology,1,578,10,2,20,24.25,259.56
2,Cardiology,3,600,9,1,21,24.22,225.31
3,Cardiology,1,962,4,2,25,12.8,69.45
10,Orthopedics,3,812,3,2,21,11.53,46.74
8,Orthopedics,6,491,12,2,16,16.6,209.16
4,General Medicine,4,999,4,1,15,7.12,44.17
7,General Medicine,5,550,12,3,27,9.61,132.1
4,General Medicine,6,915,2,0,9,8.66,16.25
7,General Medicine,3,764,3,0,5,5.91,18.52
2,Cardiology,4,509,12,2,22,23.75,305.92
6,General Medicine,4,1013,3,3,14,13.0,59.23
3,Cardiology,5,595,14,0,19,16.96,242.76
2,Cardiology,4,757,9,3,28,25.49,254.11
4,General Medicine,2,969,13,2,24,14.53,210.78
5,General Medicine,1,666,3,1,1,15.08,53.28
7,General Medicine,4,586,7,0,10,10.94,79.46
10,Orthopedics,6,785,11,0,0,12.19,133.98
5,General Medicine,1,865,9,3,11,11.72,117.41
2,Cardiology,2,810,12,2,11,22.99,290.81
10,Orthopedics,3,777,7,0,12,17.48,133.68
5,General Medicine,5,716,5,0,19,10.69,58.26
2,Cardiology,1,801,11,0,11,25.16,278.03
9,Orthopedics,1,518,11,1,0,24.39,278.36
6,General Medicine,2,865,14,0,13,17.51,246.51
5,General Medicine,3,819,12,4,9,14.43,192.81
8,Orthopedics,5,607,9,3,21,18.88,188.94
4,General Medicine,5,685,14,4,3,6.82,106.82
4,General Medicine,3,1009,5,2,22,11.31,72.3
8,Orthopedics,2,941,6,3,15,17.83,116.49
5,General Medicine,4,851,6,2,13,10.17,73.77
3,Cardiology,5,669,6,4,26,17.66,133.06
6,General Medicine,1,987,10,0,7,14.43,151.89
7,General Medicine,2,823,10,4,21,10.55,123.42
10,Orthopedics,4,590,0,0,16,17.29,0.0
8,Orthopedics,4,591,2,0,2,17.93,38.79
4,General Medicine,4,755,8,3,18,12.41,124.36
9,Orthopedics,5,955,3,2,20,22.0,81.29
8,Orthopedics,3,679,9,1,15,19.41,180.55
9,Orthopedics,3,919,2,2,18,19.88,58.84
10,Orthopedics,1,890,10,1,10,19.56,201.41
4,General Medicine,5,848,9,3,0,6.95,68.92
4,General Medicine,5,855,6,2,6,10.82,68.53
10,Orthopedics,5,900,13,4,23,14.7,211.82
4,General Medicine,5,739,10,0,6,11.74,116.85
6,General Medicine,0,694,12,1,27,12.64,155.43
9,Orthopedics,5,946,0,0,3,23.89,0.0
3,Cardiology,5,827,0,0,2,10.87,0.0
8,Orthopedics,0,837,9,2,14,16.63,160.0
10,Orthopedics,5,799,6,0,9,19.44,116.47
1,Cardiology,0,809,9,0,6,20.82,185.6
4,General Medicine,0,992,11,4,27,10.13,138.5
6,General Medicine,1,739,0,0,6,13.54,0.0
2,Cardiology,0,668,2,0,23,25.37,59.51
9,Orthopedics,1,635,11,4,15,24.12,297.82
4,General Medicine,4,1008,6,1,15,12.4,90.1
6,General Medicine,2,545,11,3,29,12.22,148.14
7,General Medicine,4,736,14,1,25,8.87,129.27
5,General Medicine,5,512,9,4,11,10.82,115.1
5,General Medicine,6,966,4,3,21,11.56,68.05
2,Cardiology,3,901,4,1,0,24.15,105.25
4,General Medicine,2,675,0,0,1,10.51,0.0
6,General Medicine,1,504,6,0,20,17.77,112.18
7,General Medicine,3,703,11,2,22,7.8,93.7
6,General Medicine,4,676,9,4,26,14.96,159.91
7,General Medicine,4,602,14,2,18,5.72,84.51
3,Cardiology,5,875,14,4,28,16.63,251.2
7,General Medicine,1,819,14,3,18,7.32,117.79
9,Orthopedics,3,813,12,4,24,25.79,337.34
10,Orthopedics,2,687,13,0,24,17.7,236.87
9,Orthopedics,3,650,5,4,10,23.49,146.85
9,Orthopedics,3,658,7,2,14,21.0,167.72
1,Cardiology,3,728,1,1,2,17.99,28.94
8,Orthopedics,6,908,12,4,24,18.98,255.77
2,Cardiology,1,849,14,3,14,23.94,365.6
7,General Medicine,2,626,2,2,20,6.02,19.99
8,Orthopedics,0,919,5,2,17,18.09,102.9
1,Cardiology,2,1019,10,3,28,21.65,250.52
8,Orthopedics,5,822,11,3,15,19.57,230.68
5,General Medicine,0,968,0,0,5,15.77,0.0
7,General Medicine,2,543,6,2,10,5.0,31.85
2,Cardiology,6,942,0,0,20,30.14,0.0
2,Cardiology,2,782,7,2,9,22.28,169.37
6,General Medicine,2,724,12,0,30,14.93,190.34
1,Cardiology,6,580,5,4,27,17.19,112.99
9,Orthopedics,1,977,8,2,24,27.02,244.25
2,Cardiology,2,982,4,2,0,24.6,121.87
1,Cardiology,3,823,12,2,29,18.49,234.7
1,Cardiology,3,605,10,1,24,21.7,231.38
7,General Medicine,2,504,15,2,8,5.05,76.51
2,Cardiology,3,918,1,1,24,25.57,44.42
10,Orthopedics,5,527,10,1,9,17.66,179.26
8,Orthopedics,3,860,8,3,30,18.19,166.64
10,Orthopedics,3,688,15,2,24,16.57,262.97
4,General Medicine,6,1004,3,1,12,12.0,47.08
8,Orthopedics,2,975,14,0,29,20.01,291.53
10,Orthopedics,4,643,7,4,11,13.56,115.5
9,Orthopedics,3,678,1,1,23,21.51,33.1
7,General Medicine,4,630,12,1,18,9.27,116.34
7,General Medicine,0,972,1,0,12,6.19,22.37
7,General Medicine,5,578,1,0,21,5.9,13.21
6,General Medicine,2,946,13,0,3,12.16,156.79
3,Cardiology,6,749,0,0,18,17.1,0.0
6,General Medicine,3,998,13,2,16,14.95,212.39
8,Orthopedics,2,979,2,1,16,19.57,54.91
10,Orthopedics,1,997,7,1,22,14.14,118.28
7,General Medicine,0,631,10,1,30,7.28,78.8
3,Cardiology,2,645,12,2,25,15.5,198.59
7,General Medicine,5,807,2,1,26,6.48,20.64
6,General Medicine,3,514,10,2,21,16.59,178.76
1,Cardiology,2,943,5,3,22,20.68,125.4
5,General Medicine,0,963,4,0,26,10.28,61.2
5,General Medicine,2,851,14,2,19,15.7,232.23
1,Cardiology,3,503,3,2,17,21.87,81.45
6,General Medicine,2,750,1,1,22,13.17,24.01
9,Orthopedics,1,967,15,4,29,21.82,367.72
2,Cardiology,5,558,11,0,28,19.56,223.54
7,General Medicine,6,493,7,2,21,5.0,38.01
9,Orthopedics,5,572,3,0,28,20.76,69.62
2,Cardiology,1,607,0,0,10,21.69,0.0
2,Cardiology,3,961,13,0,6,24.43,325.36
3,Cardiology,0,644,7,0,4,16.36,117.42
6,General Medicine,5,918,12,2,13,20.77,265.4
1,Cardiology,0,695,3,3,28,21.26,84.82
1,Cardiology,3,585,8,3,27,17.02,156.56
2,Cardiology,5,592,4,2,6,24.09,112.62
2,Cardiology,6,661,2,1,25,25.33,61.62
7,General Medicine,1,775,5,1,0,8.08,47.12
2,Cardiology,2,953,13,0,26,26.83,354.95
8,Orthopedics,2,677,15,3,23,17.76,282.98
6,General Medicine,6,765,12,2,19,15.32,203.66
10,Orthopedics,1,637,15,1,22,16.59,260.94
8,Orthopedics,5,961,2,1,28,18.92,62.24
6,General Medicine,1,544,3,1,10,14.66,50.55
2,Cardiology,5,931,13,2,1,25.49,345.27
5,General Medicine,3,629,15,0,19,10.2,154.48
10,Orthopedics,5,690,1,1,12,15.68,20.74
10,Orthopedics,0,698,8,4,28,13.35,132.31
7,General Medicine,5,813,12,1,2,8.03,95.63
2,Cardiology,0,648,8,2,25,25.98,231.93
7,General Medicine,0,480,12,3,5,8.96,113.7
2,Cardiology,5,605,11,0,0,24.2,264.41
10,Orthopedics,2,535,15,0,14,13.58,208.91
2,Cardiology,1,609,14,3,17,26.95,404.04
7,General Medicine,3,991,14,1,0,9.6,146.66
5,General Medicine,5,520,12,0,16,13.42,165.88
9,Orthopedics,3,797,7,0,3,21.13,149.47
7,General Medicine,4,631,9,4,16,11.31,117.12
5,General Medicine,4,561,0,0,8,11.14,0.0
1,Cardiology,4,611,1,0,19,23.34,32.42
9,Orthopedics,4,558,10,3,4,25.91,282.8
1,Cardiology,1,959,4,2,1,20.21,95.65
1,Cardiology,3,656,7,2,10,21.01,163.05
8,Orthopedics,3,525,13,3,15,17.26,242.8
6,General Medicine,1,679,12,3,5,12.73,166.67
9,Orthopedics,5,569,13,0,25,21.85,288.11
3,Cardiology,3,547,12,1,10,17.45,218.05
1,Cardiology,3,761,4,3,15,21.92,116.8
2,Cardiology,3,755,10,2,22,26.78,295.5
4,General Medicine,5,818,1,1,28,8.72,27.91
4,General Medicine,5,497,11,3,26,6.87,90.02
8,Orthopedics,6,959,15,2,5,18.92,294.93
5,General Medicine,6,922,4,2,14,9.58,46.13
7,General Medicine,4,772,8,2,28,8.31,76.57
8,Orthopedics,4,746,5,1,23,16.24,98.93
7,General Medicine,5,843,6,1,8,9.16,60.94
1,Cardiology,3,995,9,4,1,22.92,237.46
4,General Medicine,1,676,2,1,11,11.01,31.87
8,Orthopedics,4,786,10,0,30,16.91,170.65
10,Orthopedics,2,788,3,1,20,13.96,51.58
10,Orthopedics,3,732,13,1,20,14.3,200.03
7,General Medicine,3,695,6,0,0,9.53,58.72
6,General Medicine,3,854,13,1,5,18.29,245.3
8,Orthopedics,2,745,7,4,23,16.86,145.39
7,General Medicine,0,922,1,1,27,6.57,12.11
9,Orthopedics,3,504,10,1,24,24.36,255.02
2,Cardiology,6,708,1,1,2,24.23,34.61
2,Cardiology,5,567,7,4,29,23.44,197.21
4,General Medicine,0,618,1,1,25,10.56,21.78
8,Orthopedics,0,521,2,1,4,16.16,36.04
6,General Medicine,0,619,7,1,20,12.53,95.98
6,General Medicine,4,818,12,2,25,13.09,170.04
2,Cardiology,2,587,11,1,12,25.85,296.83
5,General Medicine,6,761,9,3,15,11.08,118.88
5,General Medicine,2,809,3,0,8,11.21,32.92
10,Orthopedics,6,519,11,2,30,12.91,156.91
6,General Medicine,0,490,11,1,28,14.81,172.26
1,Cardiology,2,966,7,4,22,19.73,175.33
4,General Medicine,6,888,11,3,25,10.16,126.09
9,Orthopedics,3,763,7,2,4,20.74,154.78
10,Orthopedics,5,554,9,3,20,17.47,173.85
8,Orthopedics,4,786,9,2,24,16.47,159.74
3,Cardiology,5,786,9,3,21,17.42,175.22
3,Cardiology,0,788,1,0,2,19.12,21.24
2,Cardiology,0,904,14,4,17,23.32,360.1
4,General Medicine,4,992,6,1,16,8.78,66.13
3,Cardiology,5,649,5,1,16,17.21,92.6
4,General Medicine,0,538,8,3,6,10.24,92.12
8,Orthopedics,6,861,14,2,10,19.78,290.84
10,Orthopedics,0,846,12,2,3,14.7,186.77
4,General Medicine,2,693,0,0,21,8.1,0.0
5,General Medicine,3,523,14,1,22,11.64,169.25
5,General Medicine,6,624,1,0,12,13.86,19.85
4,General Medicine,3,947,3,2,12,13.13,49.08
2,Cardiology,4,534,9,1,8,23.66,227.06
3,Cardiology,4,871,0,0,27,14.31,0.0
1,Cardiology,6,557,4,4,16,19.8,102.86
8,Orthopedics,5,650,14,2,3,16.06,235.56
8,Orthopedics,0,925,12,2,16,19.79,252.65
7,General Medicine,1,698,4,3,30,8.13,43.96
9,Orthopedics,3,996,7,4,17,22.65,196.74
3,Cardiology,0,672,12,2,9,13.41,171.24
3,Cardiology,0,716,5,4,22,14.84,99.66
7,General Medicine,5,850,4,4,16,8.09,46.95
1,Cardiology,2,737,14,3,18,20.65,310.86
1,Cardiology,6,903,12,3,5,18.96,244.75
5,General Medicine,1,536,2,1,16,12.62,33.27
7,General Medicine,0,814,15,3,8,7.83,130.63
3,Cardiology,5,690,12,3,19,13.48,175.54
1,Cardiology,1,526,10,2,29,20.11,214.92
2,Cardiology,2,561,11,1,6,23.04,260.69
9,Orthopedics,2,973,7,2,2,23.61,196.49
4,General Medicine,6,947,15,0,27,10.58,158.14
6,General Medicine,6,758,15,3,28,11.85,195.4
9,Orthopedics,6,619,9,4,11,20.8,211.49
7,General Medicine,1,929,9,3,25,7.11,79.39
9,Orthopedics,6,731,10,1,5,22.66,239.39
3,Cardiology,5,897,11,1,4,12.03,136.13
6,General Medicine,5,553,2,2,28,13.87,38.29
7,General Medicine,4,855,1,1,9,6.03,7.26
6,General Medicine,2,804,15,1,8,13.83,209.47
8,Orthopedics,5,995,7,2,2,16.74,137.82
8,Orthopedics,5,958,7,3,24,18.99,155.97
6,General Medicine,0,899,7,0,2,13.6,97.73
10,Orthopedics,5,846,10,2,2,17.28,191.07
10,Orthopedics,0,536,7,4,2,10.87,88.61
7,General Medicine,4,663,9,1,19,6.69,66.12
7,General Medicine,4,545,5,0,30,5.0,31.14
2,Cardiology,0,875,6,0,12,25.81,159.4
6,General Medicine,5,693,3,0,14,17.07,55.35
5,General Medicine,0,531,0,0,21,10.78,0.0
2,Cardiology,5,853,4,4,29,26.51,137.98
10,Orthopedics,2,779,1,0,0,14.98,20.56
2,Cardiology,3,993,13,4,8,23.21,340.47
5,General Medicine,6,780,3,3,28,11.53,54.34
6,General Medicine,4,950,11,1,20,13.77,161.1
3,Cardiology,0,828,5,4,25,16.64,105.47
4,General Medicine,2,576,5,1,10,8.07,47.07
6,General Medicine,5,545,10,3,10,16.02,178.9
3,Cardiology,2,891,6,0,24,15.72,100.68
3,Cardiology,1,689,13,3,28,17.99,253.67
2,Cardiology,1,667,5,4,30,24.88,156.07
6,General Medicine,4,528,14,0,2,17.08,232.97
5,General Medicine,4,825,5,3,25,11.33,69.56
1,Cardiology,4,738,3,2,30,19.25,83.6
6,General Medicine,1,837,13,0,10,14.96,194.33
7,General Medicine,5,1012,7,2,21,5.0,51.86
4,General Medicine,1,781,14,1,24,11.36,174.8
10,Orthopedics,1,981,15,3,19,16.65,275.32
7,General Medicine,6,904,7,4,15,5.51,45.19
5,General Medicine,0,984,8,0,30,12.13,106.14
8,Orthopedics,6,700,4,1,6,17.19,71.77
10,Orthopedics,5,1016,8,4,26,16.96,169.57
4,General Medicine,0,604,2,1,28,10.77,33.65
10,Orthopedics,1,561,6,1,11,13.6,87.8
8,Orthopedics,3,688,10,0,20,22.12,225.46
3,Cardiology,5,810,7,3,12,14.08,114.87
4,General Medicine,2,722,5,0,1,8.84,53.82
3,Cardiology,3,778,4,2,12,16.08,78.49
7,General Medicine,6,794,6,2,11,5.29,38.64
5,General Medicine,6,481,8,3,19,11.41,107.33
1,Cardiology,3,535,2,1,21,19.86,52.38
10,Orthopedics,2,804,15,2,21,11.32,185.9
5,General Medicine,4,835,3,3,3,11.31,42.83
9,Orthopedics,1,1013,1,0,3,21.01,32.71
7,General Medicine,4,815,11,2,8,10.93,122.89
2,Cardiology,3,655,13,2,0,23.24,318.31
3,Cardiology,0,690,10,4,17,13.72,161.69
7,General Medicine,5,491,2,0,16,5.27,13.39
1,Cardiology,4,841,8,0,0,18.18,148.6
9,Orthopedics,4,593,13,0,14,21.85,289.99
4,General Medicine,1,920,0,0,11,8.7,0.0
7,General Medicine,2,749,2,2,17,6.21,25.2
10,Orthopedics,1,734,3,1,15,16.7,59.44
4,General Medicine,4,999,11,1,11,8.99,111.2
1,Cardiology,5,593,11,4,2,18.69,225.96
9,Orthopedics,1,865,13,2,13,25.72,352.81
7,General Medicine,3,790,6,0,1,8.42,47.76
2,Cardiology,1,537,9,3,9,23.46,235.7
9,Orthopedics,1,765,6,2,12,22.2,152.88
8,Orthopedics,4,677,10,3,25,16.05,182.4
2,Cardiology,1,579,7,3,13,22.32,181.54
2,Cardiology,2,734,12,3,29,22.49,301.03
9,Orthopedics,2,755,7,0,18,24.88,181.25
8,Orthopedics,2,505,10,2,17,17.97,193.53
9,Orthopedics,0,708,2,0,14,21.92,47.14
8,Orthopedics,4,585,11,4,4,21.67,269.64
1,Cardiology,2,497,1,0,29,20.52,27.9
1,Cardiology,1,901,1,0,5,19.55,24.72
8,Orthopedics,1,904,7,3,9,19.38,153.33
6,General Medicine,5,1017,6,3,2,16.56,123.49
7,General Medicine,1,712,9,4,22,6.87,73.05
2,Cardiology,0,705,2,1,1,24.41,53.53
10,Orthopedics,2,911,15,0,18,15.96,239.84
9,Orthopedics,5,931,4,0,26,22.04,90.53
5,General Medicine,4,503,2,1,3,12.8,33.08
10,Orthopedics,0,778,15,1,16,14.83,235.9
2,Cardiology,6,645,14,2,7,24.62,360.23
9,Orthopedics,0,916,2,1,25,22.5,59.18
5,General Medicine,0,884,10,1,26,14.81,156.33
4,General Medicine,3,908,0,0,30,7.84,0.0
3,Cardiology,3,710,11,1,23,17.58,204.69
5,General Medicine,0,564,10,4,2,12.09,129.86
1,Cardiology,6,653,4,2,27,22.17,108.07
9,Orthopedics,1,1018,2,1,6,28.45,69.6
4,General Medicine,4,820,12,3,30,12.11,163.81
9,Orthopedics,1,505,5,0,24,24.03,125.42
5,General Medicine,4,850,2,1,4,14.64,29.77
9,Orthopedics,6,866,11,4,19,23.14,276.83
6,General Medicine,0,679,7,1,19,15.26,112.57
10,Orthopedics,6,735,15,3,8,15.2,249.52
2,Cardiology,6,804,5,0,9,25.22,128.69
7,General Medicine,2,953,1,0,22,10.05,15.21
1,Cardiology,0,880,6,0,10,22.21,135.42
4,General Medicine,5,838,7,4,17,11.27,99.45
7,General Medicine,1,552,0,0,28,7.93,0.0
6,General Medicine,0,1010,10,2,23,10.82,126.77
4,General Medicine,1,681,7,4,10,8.23,67.93
1,Cardiology,6,751,2,1,15,15.9,46.79
1,Cardiology,4,707,15,0,8,16.42,247.79
9,Orthopedics,1,916,12,2,19,20.65,267.45
1,Cardiology,4,677,12,1,14,20.61,255.62
10,Orthopedics,6,794,14,4,9,15.29,228.95
4,General Medicine,1,975,7,4,30,9.87,95.7
4,General Medicine,1,516,9,0,27,8.92,85.48
6,General Medicine,1,565,2,1,20,14.48,34.7
1,Cardiology,6,579,13,2,11,23.49,324.44
5,General Medicine,6,843,1,1,14,14.79,24.94
6,General Medicine,6,538,9,2,10,15.77,153.28
8,Orthopedics,4,618,4,1,22,19.04,83.33
3,Cardiology,4,557,7,3,10,13.65,111.05
6,General Medicine,4,851,11,1,22,12.27,140.92
8,Orthopedics,0,850,2,0,20,16.93,38.32
2,Cardiology,5,693,13,2,11,24.09,328.4
2,Cardiology,6,886,12,0,6,24.5,292.55
1,Cardiology,5,805,2,1,26,20.89,50.85
8,Orthopedics,5,769,7,2,21,17.07,137.02
9,Orthopedics,2,859,6,4,1,18.57,134.38
4,General Medicine,4,521,11,2,17,12.07,141.45
8,Orthopedics,1,597,12,4,7,17.4,229.58
8,Orthopedics,6,542,14,1,24,16.79,248.56
8,Orthopedics,3,669,6,3,30,16.21,118.74
4,General Medicine,1,843,15,0,6,9.65,145.87
10,Orthopedics,1,719,11,2,7,18.33,214.91
3,Cardiology,1,520,15,4,9,16.91,276.19
8,Orthopedics,1,670,3,2,18,21.07,82.82
1,Cardiology,1,818,13,2,4,20.78,283.39
8,Orthopedics,3,700,10,1,8,16.86,181.19
10,Orthopedics,1,715,6,4,21,17.05,125.73
8,Orthopedics,4,959,10,0,10,15.99,155.57
5,General Medicine,0,777,1,0,23,9.85,22.55
7,General Medicine,5,631,1,1,21,7.41,18.19
3,Cardiology,0,781,5,4,26,17.17,112.63
1,Cardiology,6,787,5,4,8,17.83,110.43
5,General Medicine,1,676,9,2,24,10.71,107.02
8,Orthopedics,1,848,8,2,10,16.69,145.35
1,Cardiology,0,490,13,3,6,18.28,254.85
8,Orthopedics,0,535,5,3,28,16.04,97.73
4,General Medicine,6,714,6,3,19,9.65,69.43
8,Orthopedics,0,572,15,2,6,16.89,264.74
7,General Medicine,6,719,9,0,8,7.53,70.92
7,General Medicine,3,824,7,3,16,12.35,102.83
2,Cardiology,3,702,7,0,19,25.41,183.89
7,General Medicine,5,812,6,4,12,8.46,66.05
9,Orthopedics,2,578,14,2,29,20.25,304.37
2,Cardiology,5,861,7,0,19,26.66,193.61
10,Orthopedics,3,717,13,2,15,16.63,228.79
1,Cardiology,2,733,12,1,19,20.21,258.3
8,Orthopedics,5,660,12,0,3,17.72,212.0
7,General Medicine,0,558,8,1,15,9.49,81.13
2,Cardiology,6,703,5,1,11,23.61,127.19
6,General Medicine,5,728,13,4,17,17.61,256.86
10,Orthopedics,3,565,14,2,9,15.08,225.12
6,General Medicine,2,612,6,0,25,15.17,92.81
6,General Medicine,2,813,6,4,17,11.58,85.11
2,Cardiology,1,592,5,0,28,24.0,125.29
2,Cardiology,0,523,15,3,29,23.47,379.12
1,Cardiology,3,746,5,2,8,20.8,123.69
5,General Medicine,0,683,4,2,2,16.68,76.12
3,Cardiology,6,741,15,1,19,12.53,194.86
1,Cardiology,0,875,12,1,6,17.24,211.93
4,General Medicine,4,772,3,3,22,8.7,45.16
1,Cardiology,6,490,8,3,2,21.18,190.88
9,Orthopedics,4,1014,2,1,4,22.79,62.57
2,Cardiology,6,1006,8,2,1,23.62,209.31
2,Cardiology,4,495,6,4,4,24.15,177.86
5,General Medicine,1,776,13,2,23,9.8,140.89
9,Orthopedics,6,805,10,4,10,26.55,296.82
10,Orthopedics,5,644,12,3,29,13.26,176.84
1,Cardiology,2,1009,9,3,10,20.55,207.18
4,General Medicine,0,531,2,1,8,8.24,24.76
7,General Medicine,5,988,8,1,22,5.98,63.76
6,General Medicine,3,597,4,0,25,14.75,64.05
8,Orthopedics,3,628,13,3,28,20.08,278.86
9,Orthopedics,2,832,1,0,21,22.51,24.84
1,Cardiology,2,620,0,0,4,21.11,0.0
8,Orthopedics,2,798,0,0,29,16.82,0.0
3,Cardiology,6,941,11,3,11,15.3,186.57
1,Cardiology,4,536,6,3,10,14.82,110.46
10,Orthopedics,2,933,3,3,11,16.52,65.45
10,Orthopedics,0,613,0,0,5,19.13,0.0
9,Orthopedics,4,558,9,2,23,22.77,222.54
6,General Medicine,2,585,0,0,27,13.14,0.0
4,General Medicine,1,747,9,1,6,12.59,122.52
1,Cardiology,4,625,8,1,23,21.35,181.02
7,General Medicine,4,865,5,2,10,9.94,57.65
4,General Medicine,3,617,5,0,17,7.3,38.99
2,Cardiology,3,993,7,3,1,22.62,187.14
10,Orthopedics,4,874,0,0,1,17.27,0.0
5,General Medicine,3,950,4,3,30,10.96,59.24
1,Cardiology,5,861,0,0,23,21.32,0.0
4,General Medicine,4,503,11,4,15,7.33,94.58
10,Orthopedics,1,815,5,0,16,20.68,111.51
6,General Medicine,6,521,11,4,10,16.21,197.99
10,Orthopedics,5,910,9,1,25,12.57,125.96
10,Orthopedics,1,609,0,0,29,14.04,0.0
1,Cardiology,0,819,4,2,3,17.19,77.63
9,Orthopedics,0,629,1,1,9,19.67,26.6
3,Cardiology,5,718,6,4,15,17.16,125.77
1,Cardiology,1,693,13,4,28,22.47,320.11
9,Orthopedics,1,983,3,0,3,21.56,70.69
8,Orthopedics,1,655,0,0,25,19.12,0.0
3,Cardiology,0,1019,2,0,6,15.4,39.97
5,General Medicine,0,920,4,0,25,8.37,40.09
7,General Medicine,6,715,8,2,8,6.55,57.77
1,Cardiology,2,766,1,0,29,20.87,30.75
10,Orthopedics,3,507,3,1,15,14.5,47.23
8,Orthopedics,5,905,4,4,30,17.45,90.14
1,Cardiology,6,667,12,3,9,20.39,268.08
7,General Medicine,4,745,5,3,0,8.64,53.97
1,Cardiology,3,1014,15,4,10,23.72,397.68
