Room_ID,Hospital_ID,Room_Number,Room_Type,Status,Capacity
RM000524,HOSP000027,304,ICU,Available,1
RM000525,HOSP000027,205,ICU,Maintenance,1
RM000526,HOSP000027,306,Consultation Room,Occupied,1
RM000527,HOSP000027,307,Emergency Room,Available,6
RM000528,HOSP000027,308,General Ward,Occupied,4
RM000529,HOSP000027,209,ICU,Available,1
RM000530,HOSP000027,410,Consultation Room,Maintenance,1
RM000531,HOSP000027,411,Operation Theater,Occupied,1
RM000532,HOSP000027,212,Operation Theater,Maintenance,1
RM000533,HOSP000027,213,Emergency Room,Maintenance,4
RM000534,HOSP000027,114,Operation Theater,Available,1
RM000535,HOSP000027,515,Consultation Room,Available,1
RM000536,HOSP000027,516,Emergency Room,Available,2
RM000537,HOSP000027,417,Operation Theater,Available,1
RM000538,HOSP000027,218,Consultation Room,Available,1
RM000539,HOSP000027,419,Operation Theater,Maintenance,1
RM000540,HOSP000027,420,Consultation Room,Maintenance,1
RM000541,HOSP000028,501,Consultation Room,Occupied,1
RM000542,HOSP000028,102,ICU,Maintenance,1
RM000543,HOSP000028,303,Emergency Room,Available,4
RM000544,HOSP000028,204,Emergency Room,Available,2
RM000545,HOSP000028,105,Operation Theater,Occupied,1
RM000546,HOSP000028,306,ICU,Occupied,1
RM000547,HOSP000028,107,Operation Theater,Available,1
RM000548,HOSP000028,508,Emergency Room,Maintenance,2
RM000549,HOSP000028,209,Emergency Room,Available,2
RM000550,HOSP000028,210,ICU,Available,1
RM000551,HOSP000028,311,ICU,Available,1
RM000552,HOSP000028,212,Emergency Room,Available,6
RM000553,HOSP000028,513,Emergency Room,Available,4
RM000554,HOSP000028,114,General Ward,Maintenance,6
RM000555,HOSP000028,115,Consultation Room,Occupied,1
RM000556,HOSP000028,516,General Ward,Occupied,2
RM000557,HOSP000028,317,Operation Theater,Maintenance,1
RM000558,HOSP000028,218,Consultation Room,Occupied,1
RM000559,HOSP000028,119,Operation Theater,Available,1
RM000560,HOSP000028,120,Operation Theater,Maintenance,1
RM000561,HOSP000029,101,Consultation Room,Maintenance,1
RM000562,HOSP000029,502,General Ward,Maintenance,6
RM000563,HOSP000029,403,Emergency Room,Available,4
RM000564,HOSP000029,104,Operation Theater,Available,1
RM000565,HOSP000029,105,Emergency Room,Available,2
RM000566,HOSP000029,406,General Ward,Maintenance,6
RM000567,HOSP000029,507,Operation Theater,Available,1
RM000568,HOSP000029,208,Consultation Room,Maintenance,1
RM000569,HOSP000029,509,Operation Theater,Maintenance,1
RM000570,HOSP000029,510,ICU,Occupied,1
RM000571,HOSP000029,511,General Ward,Maintenance,4
RM000572,HOSP000029,312,ICU,Maintenance,1
RM000573,HOSP000029,513,ICU,Maintenance,1
RM000574,HOSP000029,514,Emergency Room,Available,2
RM000575,HOSP000029,115,Consultation Room,Available,1
RM000576,HOSP000029,416,Emergency Room,Maintenance,4
RM000577,HOSP000029,517,Consultation Room,Available,1
RM000578,HOSP000029,318,Consultation Room,Occupied,1
RM000579,HOSP000029,119,Emergency Room,Maintenance,2
RM000580,HOSP000029,420,Operation Theater,Available,1
RM000581,HOSP000030,501,Consultation Room,Maintenance,1
RM000582,HOSP000030,502,Emergency Room,Available,6
RM000583,HOSP000030,103,General Ward,Available,2
RM000584,HOSP000030,104,Emergency Room,Occupied,4
RM000585,HOSP000030,105,General Ward,Available,2
RM000586,HOSP000030,406,General Ward,Maintenance,6
RM000587,HOSP000030,107,ICU,Occupied,1
RM000588,HOSP000030,108,General Ward,Available,6
RM000589,HOSP000030,209,Consultation Room,Occupied,1
RM000590,HOSP000030,310,Operation Theater,Maintenance,1
RM000591,HOSP000030,211,General Ward,Available,4
RM000592,HOSP000030,412,General Ward,Occupied,6
RM000593,HOSP000030,513,Consultation Room,Available,1
RM000594,HOSP000030,114,ICU,Occupied,1
RM000595,HOSP000030,115,Emergency Room,Occupied,4
RM000596,HOSP000030,416,Operation Theater,Available,1
RM000597,HOSP000030,317,Consultation Room,Available,1
RM000598,HOSP000030,118,General Ward,Occupied,4
RM000599,HOSP000030,119,Operation Theater,Maintenance,1
RM000600,HOSP000030,420,Consultation Room,Occupied,1
RM000601,HOSP000031,201,Consultation Room,Occupied,1
RM000602,HOSP000031,402,Consultation Room,Maintenance,1
RM000603,HOSP000031,303,General Ward,Occupied,4
RM000604,HOSP000031,504,ICU,Maintenance,1
RM000605,HOSP000031,405,Operation Theater,Occupied,1
RM000606,HOSP000031,406,ICU,Occupied,1
RM000607,HOSP000031,307,Emergency Room,Maintenance,2
RM000608,HOSP000031,208,Consultation Room,Occupied,1
RM000609,HOSP000031,409,Operation Theater,Available,1
RM000610,HOSP000031,410,Emergency Room,Available,2
RM000611,HOSP000031,411,Emergency Room,Maintenance,6
RM000612,HOSP000031,312,Operation Theater,Available,1
RM000613,HOSP000031,213,Consultation Room,Available,1
RM000614,HOSP000031,314,ICU,Available,1
RM000615,HOSP000031,215,General Ward,Occupied,4
RM000616,HOSP000031,316,Consultation Room,Available,1
RM000617,HOSP000031,217,ICU,Available,1
RM000618,HOSP000031,318,Consultation Room,Maintenance,1
RM000619,HOSP000031,119,Operation Theater,Maintenance,1
RM000620,HOSP000031,120,ICU,Maintenance,1
RM000621,HOSP000032,401,Operation Theater,Maintenance,1
RM000622,HOSP000032,402,Consultation Room,Maintenance,1
RM000623,HOSP000032,403,ICU,Occupied,1
RM000624,HOSP000032,404,Consultation Room,Occupied,1
RM000625,HOSP000032,105,Emergency Room,Occupied,2
RM000626,HOSP000032,306,ICU,Maintenance,1
RM000627,HOSP000032,507,Consultation Room,Available,1
RM000628,HOSP000032,308,General Ward,Maintenance,6
RM000629,HOSP000032,209,ICU,Maintenance,1
RM000630,HOSP000032,210,Operation Theater,Occupied,1
RM000631,HOSP000032,411,ICU,Available,1
RM000632,HOSP000032,412,ICU,Maintenance,1
RM000633,HOSP000032,213,ICU,Maintenance,1
RM000634,HOSP000032,414,Operation Theater,Available,1
RM000635,HOSP000032,115,General Ward,Maintenance,6
RM000636,HOSP000032,516,ICU,Occupied,1
RM000637,HOSP000032,317,Operation Theater,Available,1
RM000638,HOSP000032,418,ICU,Available,1
RM000639,HOSP000032,419,Operation Theater,Available,1
RM000640,HOSP000032,220,General Ward,Maintenance,4
RM000641,HOSP000033,201,Consultation Room,Available,1
RM000642,HOSP000033,502,Consultation Room,Maintenance,1
RM000643,HOSP000033,103,Consultation Room,Available,1
RM000644,HOSP000033,104,General Ward,Available,4
RM000645,HOSP000033,505,Consultation Room,Occupied,1
RM000646,HOSP000033,106,Emergency Room,Available,6
RM000647,HOSP000033,207,Operation Theater,Maintenance,1
RM000648,HOSP000033,508,Consultation Room,Occupied,1
RM000649,HOSP000033,409,Consultation Room,Maintenance,1
RM000650,HOSP000033,210,Operation Theater,Available,1
RM000651,HOSP000033,411,Emergency Room,Occupied,6
RM000652,HOSP000033,412,Consultation Room,Available,1
RM000653,HOSP000033,213,Consultation Room,Occupied,1
RM000654,HOSP000033,314,General Ward,Occupied,6
RM000655,HOSP000033,315,General Ward,Occupied,6
RM000656,HOSP000033,516,ICU,Maintenance,1
RM000657,HOSP000033,317,ICU,Maintenance,1
RM000658,HOSP000033,418,Emergency Room,Maintenance,4
RM000659,HOSP000033,319,Emergency Room,Occupied,4
RM000660,HOSP000033,320,Consultation Room,Occupied,1
RM000661,HOSP000034,301,Operation Theater,Available,1
RM000662,HOSP000034,202,Emergency Room,Occupied,4
RM000663,HOSP000034,203,Emergency Room,Occupied,2
RM000664,HOSP000034,504,Operation Theater,Maintenance,1
RM000665,HOSP000034,105,General Ward,Maintenance,4
RM000666,HOSP000034,206,Operation Theater,Occupied,1
RM000667,HOSP000034,507,General Ward,Occupied,6
RM000668,HOSP000034,308,Operation Theater,Occupied,1
RM000669,HOSP000034,509,ICU,Occupied,1
RM000670,HOSP000034,310,Emergency Room,Occupied,2
RM000671,HOSP000034,211,ICU,Maintenance,1
RM000672,HOSP000034,412,Consultation Room,Available,1
RM000673,HOSP000034,213,Operation Theater,Maintenance,1
RM000674,HOSP000034,314,Operation Theater,Occupied,1
RM000675,HOSP000034,215,Consultation Room,Occupied,1
RM000676,HOSP000034,416,General Ward,Available,6
RM000677,HOSP000034,117,Consultation Room,Available,1
RM000678,HOSP000034,118,ICU,Maintenance,1
RM000679,HOSP000034,319,Emergency Room,Occupied,4
RM000680,HOSP000034,320,Consultation Room,Occupied,1
RM000681,HOSP000035,501,Emergency Room,Available,6
RM000682,HOSP000035,202,ICU,Occupied,1
RM000683,HOSP000035,103,General Ward,Available,4
RM000684,HOSP000035,504,Emergency Room,Occupied,2
RM000685,HOSP000035,305,Emergency Room,Maintenance,4
RM000686,HOSP000035,406,ICU,Available,1
RM000687,HOSP000035,207,Operation Theater,Occupied,1
RM000688,HOSP000035,408,ICU,Available,1
RM000689,HOSP000035,209,Operation Theater,Maintenance,1
RM000690,HOSP000035,110,Consultation Room,Occupied,1
RM000691,HOSP000035,211,ICU,Available,1
RM000692,HOSP000035,412,General Ward,Maintenance,4
RM000693,HOSP000035,413,Consultation Room,Maintenance,1
RM000694,HOSP000035,114,ICU,Available,1
RM000695,HOSP000035,415,General Ward,Maintenance,6
RM000696,HOSP000035,416,ICU,Maintenance,1
RM000697,HOSP000035,517,General Ward,Occupied,4
RM000698,HOSP000035,118,ICU,Maintenance,1
RM000699,HOSP000035,119,Operation Theater,Available,1
RM000700,HOSP000035,220,Operation Theater,Occupied,1
RM000701,HOSP000036,501,ICU,Occupied,1
RM000702,HOSP000036,502,ICU,Available,1
RM000703,HOSP000036,403,General Ward,Occupied,2
RM000704,HOSP000036,304,Consultation Room,Maintenance,1
RM000705,HOSP000036,205,Consultation Room,Occupied,1
RM000706,HOSP000036,406,Operation Theater,Maintenance,1
RM000707,HOSP000036,207,General Ward,Available,6
RM000708,HOSP000036,208,Emergency Room,Available,4
RM000709,HOSP000036,409,ICU,Occupied,1
RM000710,HOSP000036,410,General Ward,Occupied,4
RM000711,HOSP000036,311,Consultation Room,Maintenance,1
RM000712,HOSP000036,312,Operation Theater,Maintenance,1
RM000713,HOSP000036,213,Operation Theater,Occupied,1
RM000714,HOSP000036,314,General Ward,Maintenance,2
RM000715,HOSP000036,415,ICU,Maintenance,1
RM000716,HOSP000036,416,Operation Theater,Occupied,1
RM000717,HOSP000036,217,Operation Theater,Available,1
RM000718,HOSP000036,418,Consultation Room,Maintenance,1
RM000719,HOSP000036,319,General Ward,Available,6
RM000720,HOSP000036,520,General Ward,Maintenance,4
RM000721,HOSP000037,301,Consultation Room,Occupied,1
RM000722,HOSP000037,502,Consultation Room,Maintenance,1
RM000723,HOSP000037,403,General Ward,Occupied,4
RM000724,HOSP000037,504,Operation Theater,Available,1
RM000725,HOSP000037,105,ICU,Maintenance,1
RM000726,HOSP000037,106,Consultation Room,Available,1
RM000727,HOSP000037,307,General Ward,Available,4
RM000728,HOSP000037,508,Emergency Room,Occupied,4
RM000729,HOSP000037,509,Operation Theater,Occupied,1
RM000730,HOSP000037,210,Consultation Room,Maintenance,1
RM000731,HOSP000037,411,ICU,Available,1
RM000732,HOSP000037,312,Emergency Room,Maintenance,4
RM000733,HOSP000037,213,General Ward,Occupied,4
RM000734,HOSP000037,114,General Ward,Maintenance,4
RM000735,HOSP000037,415,Operation Theater,Maintenance,1
RM000736,HOSP000037,516,Operation Theater,Maintenance,1
RM000737,HOSP000037,317,Emergency Room,Occupied,2
RM000738,HOSP000037,518,Consultation Room,Maintenance,1
RM000739,HOSP000037,319,ICU,Occupied,1
RM000740,HOSP000037,420,Operation Theater,Maintenance,1
RM000741,HOSP000038,401,Emergency Room,Available,2
RM000742,HOSP000038,202,Consultation Room,Available,1
RM000743,HOSP000038,103,ICU,Available,1
RM000744,HOSP000038,104,General Ward,Available,6
RM000745,HOSP000038,205,Operation Theater,Available,1
RM000746,HOSP000038,206,Emergency Room,Maintenance,4
RM000747,HOSP000038,507,Emergency Room,Maintenance,2
RM000748,HOSP000038,508,Emergency Room,Maintenance,2
RM000749,HOSP000038,109,Operation Theater,Maintenance,1
RM000750,HOSP000038,210,General Ward,Maintenance,4
RM000751,HOSP000038,211,ICU,Available,1
RM000752,HOSP000038,212,Emergency Room,Available,6
RM000753,HOSP000038,513,Operation Theater,Maintenance,1
RM000754,HOSP000038,414,Consultation Room,Available,1
RM000755,HOSP000038,315,Emergency Room,Maintenance,6
RM000756,HOSP000038,116,General Ward,Occupied,2
RM000757,HOSP000038,317,General Ward,Occupied,2
RM000758,HOSP000038,118,Consultation Room,Maintenance,1
RM000759,HOSP000038,219,General Ward,Maintenance,2
RM000760,HOSP000038,420,Emergency Room,Occupied,4
RM000761,HOSP000039,401,Emergency Room,Maintenance,4
RM000762,HOSP000039,502,Consultation Room,Maintenance,1
RM000763,HOSP000039,503,ICU,Maintenance,1
RM000764,HOSP000039,404,Consultation Room,Occupied,1
RM000765,HOSP000039,505,Emergency Room,Maintenance,2
RM000766,HOSP000039,106,General Ward,Available,4
RM000767,HOSP000039,207,Consultation Room,Available,1
RM000768,HOSP000039,508,ICU,Occupied,1
RM000769,HOSP000039,209,ICU,Available,1
RM000770,HOSP000039,310,Operation Theater,Available,1
RM000771,HOSP000039,111,Operation Theater,Available,1
RM000772,HOSP000039,412,ICU,Occupied,1
RM000773,HOSP000039,313,General Ward,Occupied,6
RM000774,HOSP000039,314,Consultation Room,Maintenance,1
RM000775,HOSP000039,115,General Ward,Available,4
RM000776,HOSP000039,416,Emergency Room,Available,4
RM000777,HOSP000039,117,Emergency Room,Available,6
RM000778,HOSP000039,418,Operation Theater,Available,1
RM000779,HOSP000039,519,ICU,Available,1
RM000780,HOSP000039,320,Consultation Room,Occupied,1
RM000781,HOSP000040,301,Operation Theater,Occupied,1
RM000782,HOSP000040,102,ICU,Maintenance,1
RM000783,HOSP000040,303,Consultation Room,Maintenance,1
RM000784,HOSP000040,204,Emergency Room,Available,4
RM000785,HOSP000040,205,Consultation Room,Maintenance,1
RM000786,HOSP000040,406,Operation Theater,Maintenance,1
RM000787,HOSP000040,307,General Ward,Available,4
RM000788,HOSP000040,408,General Ward,Available,2
RM000789,HOSP000040,109,Consultation Room,Occupied,1
RM000790,HOSP000040,510,Emergency Room,Occupied,6
RM000791,HOSP000040,211,Consultation Room,Available,1
RM000792,HOSP000040,312,Consultation Room,Occupied,1
RM000793,HOSP000040,213,ICU,Maintenance,1
RM000794,HOSP000040,214,Emergency Room,Occupied,4
RM000795,HOSP000040,115,Operation Theater,Available,1
RM000796,HOSP000040,316,General Ward,Available,2
RM000797,HOSP000040,517,ICU,Maintenance,1
RM000798,HOSP000040,418,Operation Theater,Maintenance,1
RM000799,HOSP000040,219,Operation Theater,Occupied,1
RM000800,HOSP000040,220,General Ward,Maintenance,4
RM000801,HOSP000041,201,General Ward,Maintenance,4
RM000802,HOSP000041,502,Emergency Room,Occupied,2
RM000803,HOSP000041,503,Emergency Room,Occupied,6
RM000804,HOSP000041,504,ICU,Maintenance,1
RM000805,HOSP000041,105,Operation Theater,Available,1
RM000806,HOSP000041,106,Consultation Room,Maintenance,1
RM000807,HOSP000041,307,Operation Theater,Maintenance,1
RM000808,HOSP000041,408,ICU,Maintenance,1
RM000809,HOSP000041,409,ICU,Available,1
RM000810,HOSP000041,210,Operation Theater,Available,1
RM000811,HOSP000041,511,General Ward,Maintenance,4
RM000812,HOSP000041,412,General Ward,Available,2
RM000813,HOSP000041,413,Operation Theater,Available,1
RM000814,HOSP000041,114,General Ward,Available,6
RM000815,HOSP000041,215,Operation Theater,Maintenance,1
RM000816,HOSP000041,116,ICU,Available,1
RM000817,HOSP000041,417,Consultation Room,Maintenance,1
RM000818,HOSP000041,118,Consultation Room,Available,1
RM000819,HOSP000041,219,ICU,Occupied,1
RM000820,HOSP000041,320,ICU,Maintenance,1
RM000821,HOSP000042,501,Operation Theater,Available,1
RM000822,HOSP000042,302,General Ward,Available,4
RM000823,HOSP000042,403,ICU,Maintenance,1
RM000824,HOSP000042,404,Consultation Room,Occupied,1
RM000825,HOSP000042,505,Operation Theater,Occupied,1
RM000826,HOSP000042,506,Operation Theater,Occupied,1
RM000827,HOSP000042,207,Consultation Room,Maintenance,1
RM000828,HOSP000042,108,Emergency Room,Available,4
RM000829,HOSP000042,309,Operation Theater,Maintenance,1
RM000830,HOSP000042,310,Consultation Room,Maintenance,1
RM000831,HOSP000042,411,Emergency Room,Occupied,4
RM000832,HOSP000042,512,Emergency Room,Occupied,2
RM000833,HOSP000042,513,ICU,Occupied,1
RM000834,HOSP000042,214,Operation Theater,Occupied,1
RM000835,HOSP000042,515,Emergency Room,Occupied,2
RM000836,HOSP000042,216,General Ward,Maintenance,6
RM000837,HOSP000042,517,Operation Theater,Maintenance,1
RM000838,HOSP000042,118,Operation Theater,Available,1
RM000839,HOSP000042,419,Emergency Room,Occupied,6
RM000840,HOSP000042,120,ICU,Occupied,1
RM000841,HOSP000043,501,Consultation Room,Occupied,1
RM000842,HOSP000043,302,Emergency Room,Occupied,4
RM000843,HOSP000043,103,Consultation Room,Occupied,1
RM000844,HOSP000043,104,Emergency Room,Maintenance,2
RM000845,HOSP000043,305,Consultation Room,Maintenance,1
RM000846,HOSP000043,106,General Ward,Available,4
RM000847,HOSP000043,107,Consultation Room,Maintenance,1
RM000848,HOSP000043,108,Operation Theater,Maintenance,1
RM000849,HOSP000043,209,Emergency Room,Available,6
RM000850,HOSP000043,110,General Ward,Available,6
RM000851,HOSP000043,211,General Ward,Occupied,2
RM000852,HOSP000043,512,ICU,Occupied,1
RM000853,HOSP000043,513,Emergency Room,Available,6
RM000854,HOSP000043,214,General Ward,Maintenance,2
RM000855,HOSP000043,315,Consultation Room,Maintenance,1
RM000856,HOSP000043,416,Operation Theater,Occupied,1
RM000857,HOSP000043,517,General Ward,Maintenance,4
RM000858,HOSP000043,118,Consultation Room,Occupied,1
RM000859,HOSP000043,319,Operation Theater,Maintenance,1
RM000860,HOSP000043,120,General Ward,Occupied,4
RM000861,HOSP000044,301,Operation Theater,Occupied,1
RM000862,HOSP000044,402,General Ward,Available,4
RM000863,HOSP000044,503,Consultation Room,Occupied,1
RM000864,HOSP000044,204,Consultation Room,Available,1
RM000865,HOSP000044,405,ICU,Maintenance,1
RM000866,HOSP000044,306,Emergency Room,Maintenance,2
RM000867,HOSP000044,307,General Ward,Available,4
RM000868,HOSP000044,408,Consultation Room,Maintenance,1
RM000869,HOSP000044,109,General Ward,Available,6
RM000870,HOSP000044,210,General Ward,Maintenance,2
RM000871,HOSP000044,211,ICU,Available,1
RM000872,HOSP000044,112,General Ward,Maintenance,2
RM000873,HOSP000044,513,Emergency Room,Occupied,2
RM000874,HOSP000044,514,Operation Theater,Maintenance,1
RM000875,HOSP000044,415,General Ward,Occupied,6
RM000876,HOSP000044,416,ICU,Maintenance,1
RM000877,HOSP000044,417,Consultation Room,Available,1
RM000878,HOSP000044,118,Emergency Room,Maintenance,4
RM000879,HOSP000044,219,General Ward,Occupied,6
RM000880,HOSP000044,220,ICU,Available,1
RM000881,HOSP000045,101,ICU,Occupied,1
RM000882,HOSP000045,402,Emergency Room,Occupied,4
RM000883,HOSP000045,403,ICU,Occupied,1
RM000884,HOSP000045,204,Emergency Room,Maintenance,6
RM000885,HOSP000045,205,Consultation Room,Occupied,1
RM000886,HOSP000045,106,Operation Theater,Occupied,1
RM000887,HOSP000045,307,Operation Theater,Available,1
RM000888,HOSP000045,308,ICU,Maintenance,1
RM000889,HOSP000045,509,Emergency Room,Available,6
RM000890,HOSP000045,410,Operation Theater,Occupied,1
RM000891,HOSP000045,511,Emergency Room,Available,4
RM000892,HOSP000045,512,Consultation Room,Available,1
RM000893,HOSP000045,413,General Ward,Available,6
RM000894,HOSP000045,114,Operation Theater,Occupied,1
RM000895,HOSP000045,315,Consultation Room,Available,1
RM000896,HOSP000045,316,Consultation Room,Occupied,1
RM000897,HOSP000045,417,General Ward,Occupied,2
RM000898,HOSP000045,318,General Ward,Available,4
RM000899,HOSP000045,219,ICU,Maintenance,1
RM000900,HOSP000045,220,Emergency Room,Available,6
RM000901,HOSP000046,201,Consultation Room,Available,1
